Country,Indicator_x,Unit_Measure(T),Pesticide_Type,Year,Tonnes,Indicator_y,Unit_Measure(kg/ha),Kg_per_ha
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1994,1444.0,Pesticides Use per area of cropland,Kilogram per hectare,0.5200000000000001
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,1995,205.0,Pesticides Use per area of cropland,Kilogram per hectare,0.11
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,1995,129.0,Pesticides Use per area of cropland,Kilogram per hectare,0.11
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.11
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,335.0,Pesticides Use per area of cropland,Kilogram per hectare,0.11
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,1995,127.0,Pesticides Use per area of cropland,Kilogram per hectare,0.5
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,1995,29.0,Pesticides Use per area of cropland,Kilogram per hectare,0.5
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,10.0,Pesticides Use per area of cropland,Kilogram per hectare,0.5
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,166.0,Pesticides Use per area of cropland,Kilogram per hectare,0.5
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,1995,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,1995,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,1995,16.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,1995,4.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,7.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,27.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,1995,82.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,1995,51.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,133.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,1995,92.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,1995,175.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,185.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,452.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,1995,288.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,1995,172.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,219.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,679.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,1995,4231.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,1995,7754.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,4786.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,16771.0,Pesticides Use per area of cropland,Kilogram per hectare,1.3
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,1995,244.0,Pesticides Use per area of cropland,Kilogram per hectare,0.25
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,1995,251.0,Pesticides Use per area of cropland,Kilogram per hectare,0.25
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,130.0,Pesticides Use per area of cropland,Kilogram per hectare,0.25
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,625.0,Pesticides Use per area of cropland,Kilogram per hectare,0.25
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,1995,619.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,1995,879.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1995,736.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1995,2234.0,Pesticides Use per area of cropland,Kilogram per hectare,0.81
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,1996,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,1996,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,1996,131.0,Pesticides Use per area of cropland,Kilogram per hectare,0.51
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,1996,30.0,Pesticides Use per area of cropland,Kilogram per hectare,0.51
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,10.0,Pesticides Use per area of cropland,Kilogram per hectare,0.51
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,171.0,Pesticides Use per area of cropland,Kilogram per hectare,0.51
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,1996,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,1996,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,1996,18.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,1996,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,11.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,31.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,1996,82.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,1996,51.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,133.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,1996,92.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,1996,174.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,450.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,1996,290.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,1996,173.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,219.0,Pesticides Use per area of cropland,Kilogram per hectare,3.9
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,682.0,Pesticides Use per area of cropland,Kilogram per hectare,3.8999999999999995
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,1996,4396.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,1996,8215.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,5556.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,18167.0,Pesticides Use per area of cropland,Kilogram per hectare,1.39
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,1996,476.0,Pesticides Use per area of cropland,Kilogram per hectare,0.58
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,1996,250.0,Pesticides Use per area of cropland,Kilogram per hectare,0.58
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,328.0,Pesticides Use per area of cropland,Kilogram per hectare,0.58
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,1054.0,Pesticides Use per area of cropland,Kilogram per hectare,0.58
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,1996,599.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,1996,860.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1996,739.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1996,2198.0,Pesticides Use per area of cropland,Kilogram per hectare,0.75
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,1997,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,1997,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,1997,143.0,Pesticides Use per area of cropland,Kilogram per hectare,0.64
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,1997,33.0,Pesticides Use per area of cropland,Kilogram per hectare,0.64
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,11.0,Pesticides Use per area of cropland,Kilogram per hectare,0.64
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,187.0,Pesticides Use per area of cropland,Kilogram per hectare,0.64
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,1997,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,1997,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,3.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,1997,18.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,1997,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Mozambique,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,15.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Mozambique,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,35.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Malawi,Pesticides Agricultural Use,Tonnes,Insecticides,1997,82.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Herbicides,1997,51.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Malawi,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,133.0,Pesticides Use per area of cropland,Kilogram per hectare,0.07
Namibia,Pesticides Agricultural Use,Tonnes,Insecticides,1997,92.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Herbicides,1997,174.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,184.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Namibia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,450.0,Pesticides Use per area of cropland,Kilogram per hectare,0.7
Eswatini,Pesticides Agricultural Use,Tonnes,Insecticides,1997,271.0,Pesticides Use per area of cropland,Kilogram per hectare,3.63
Eswatini,Pesticides Agricultural Use,Tonnes,Herbicides,1997,165.0,Pesticides Use per area of cropland,Kilogram per hectare,3.63
Eswatini,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,202.0,Pesticides Use per area of cropland,Kilogram per hectare,3.63
Eswatini,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,638.0,Pesticides Use per area of cropland,Kilogram per hectare,3.6299999999999994
South Africa,Pesticides Agricultural Use,Tonnes,Insecticides,1997,4894.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
South Africa,Pesticides Agricultural Use,Tonnes,Herbicides,1997,8922.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
South Africa,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,6305.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
South Africa,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,20121.0,Pesticides Use per area of cropland,Kilogram per hectare,1.54
Zambia,Pesticides Agricultural Use,Tonnes,Insecticides,1997,472.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Zambia,Pesticides Agricultural Use,Tonnes,Herbicides,1997,326.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Zambia,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,398.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Zambia,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,1196.0,Pesticides Use per area of cropland,Kilogram per hectare,0.63
Zimbabwe,Pesticides Agricultural Use,Tonnes,Insecticides,1997,840.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Herbicides,1997,910.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1997,847.0,Pesticides Use per area of cropland,Kilogram per hectare,0.83
Zimbabwe,Pesticides Agricultural Use,Tonnes,Pesticides (total),1997,2597.0,Pesticides Use per area of cropland,Kilogram per hectare,0.8300000000000001
Angola,Pesticides Agricultural Use,Tonnes,Insecticides,1998,37.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Herbicides,1998,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,1.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Angola,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Botswana,Pesticides Agricultural Use,Tonnes,Insecticides,1998,170.0,Pesticides Use per area of cropland,Kilogram per hectare,0.98
Botswana,Pesticides Agricultural Use,Tonnes,Herbicides,1998,39.0,Pesticides Use per area of cropland,Kilogram per hectare,0.98
Botswana,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,13.0,Pesticides Use per area of cropland,Kilogram per hectare,0.98
Botswana,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,222.0,Pesticides Use per area of cropland,Kilogram per hectare,0.98
Lesotho,Pesticides Agricultural Use,Tonnes,Insecticides,1998,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Herbicides,1998,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Fungicides and Bactericides,1998,0.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Lesotho,Pesticides Agricultural Use,Tonnes,Pesticides (total),1998,2.0,Pesticides Use per area of cropland,Kilogram per hectare,0.01
Mozambique,Pesticides Agricultural Use,Tonnes,Insecticides,1998,31.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
Mozambique,Pesticides Agricultural Use,Tonnes,Herbicides,1998,7.0,Pesticides Use per area of cropland,Kilogram per hectare,0.02
